loan_id,customer_id,issue_date,due_date,loan_amount,outstanding_amount,overdue_amount,days_past_due,loan_status,product_type,interest_rate,term_months,monthly_payment,risk_score,currency
L002448,C00452,2025-01-24,2025-04-24,24452330,0,0,0,Closed,Installment,30.31,3,10621277.07,658,UZS
L002449,C02238,2025-06-19,2028-06-03,21345135,7007811,0,0,Active,Cash loan,34.67,36,798485.93,500,UZS
L002450,C01260,2024-01-29,2027-01-13,7553382,3514796,0,0,Active,Installment,31.78,36,276495.74,583,UZS
L002451,C01800,2025-08-08,2028-07-23,13913942,6713347,1933020,33,Overdue,Installment,36.04,36,525792.41,553,UZS
L002452,C00517,2025-01-12,2025-07-11,37485360,12503925,7492317,58,Overdue,Cash loan,38.02,6,8622882.31,678,UZS
L002453,C01032,2024-04-30,2025-01-25,9125109,0,0,0,Closed,Credit card,22.48,9,1241825.94,618,UZS
L002454,C01473,2024-04-07,2025-01-02,23588326,0,0,0,Closed,Installment,30.42,9,3418210.53,800,UZS
L002455,C01942,2025-05-01,2026-04-26,37742745,17684292,0,0,Active,Cash loan,23.65,12,3889075.35,791,UZS
L002456,C00024,2025-08-10,2026-05-07,22553811,12114916,0,0,Active,Installment,24.37,9,3116686.08,603,UZS
L002457,C02386,2025-10-29,2026-07-26,27998059,3561685,0,0,Active,Credit card,42.93,9,4446402.86,656,UZS
L002458,C00717,2025-03-12,2027-03-02,18363074,12461464,5204876,17,Overdue,Installment,42.58,24,1090919.62,581,UZS
L002459,C00696,2025-10-29,2026-01-27,4322477,1245114,0,0,Active,Microloan,22.08,3,1758959.97,399,UZS
L002460,C00090,2025-01-21,2027-01-11,13999655,6771907,0,0,Active,Credit card,42.13,24,829071.24,847,UZS
L002461,C01964,2024-02-24,2024-05-24,14901773,12629515,2945072,5,Overdue,Cash loan,32.24,3,6568701.54,643,UZS
L002462,C01328,2024-07-31,2025-01-27,28893206,23991023,11854942,12,Overdue,Cash loan,30.79,6,6298237.35,421,UZS
L002463,C02416,2024-12-18,2027-12-03,17040370,10356881,0,0,Active,Cash loan,30.32,36,616861.39,488,UZS
L002464,C02407,2024-05-28,2025-05-23,22255243,10653174,1136083,18,Overdue,Installment,29.54,12,2402453.48,546,UZS
L002465,C01059,2024-09-05,2024-12-04,5057741,1264869,0,0,Active,Credit card,30.81,3,2205343.67,407,UZS
L002466,C01272,2025-10-18,2028-10-02,14103281,6039112,1289975,35,Overdue,Credit card,28.23,36,502351.03,585,UZS
L002467,C01475,2025-09-15,2027-03-09,23685461,17930025,0,0,Active,Credit card,35.5,18,1782988.87,613,UZS
L002468,C00685,2024-03-06,2026-02-24,35385884,19687021,3175133,9,Overdue,Cash loan,34.36,24,1981019.74,614,UZS
L002469,C02102,2025-09-24,2027-09-14,8772891,3160805,0,0,Active,Credit card,32.9,24,485798.84,546,UZS
L002470,C00861,2024-01-04,2024-04-03,14250934,12116405,5871650,60,Overdue,Cash loan,38.33,3,6571105.67,575,UZS
L002471,C01073,2024-11-04,2025-08-01,37314508,0,0,0,Closed,Cash loan,40.11,9,5809039.68,659,UZS
L002472,C01860,2025-06-02,2026-11-24,18506629,3942250,0,0,Active,Cash loan,42.82,18,1468398.2,671,UZS
L002473,C00882,2024-07-15,2025-04-11,19703089,6204429,0,0,Active,Cash loan,31.11,9,2870302.22,602,UZS
L002474,C00088,2025-03-18,2026-09-09,7287975,4821857,0,0,Active,Microloan,33.29,18,539674.55,814,UZS
L002475,C01467,2024-11-24,2025-11-19,1576637,409931,0,0,Active,Installment,22.49,12,160935.22,790,UZS
L002476,C00736,2024-05-23,2024-11-19,34251735,13545834,2600461,57,Overdue,Credit card,30.52,6,7450894.09,504,UZS
L002477,C01063,2024-05-09,2024-11-05,30466594,22917015,5958497,9,Overdue,Cash loan,24.99,6,6346699.31,625,UZS
L002478,C01609,2025-03-27,2026-03-22,17778605,11932409,0,0,Active,Installment,24.41,12,1843196.87,812,UZS
L002479,C00732,2024-11-01,2025-04-30,6868442,0,0,0,Closed,Installment,31.95,6,1510484.87,607,UZS
L002480,C00167,2025-01-31,2028-01-16,40757478,0,0,0,Closed,Cash loan,32.67,36,1502026.28,467,UZS
L002481,C02325,2024-06-29,2024-12-26,4362044,3668488,0,0,Active,Installment,35.42,6,984513.33,624,UZS
L002482,C01923,2024-06-14,2026-06-04,1221355,889599,417717,1,Overdue,Installment,32.41,24,67383.17,498,UZS
L002483,C02487,2025-09-06,2027-08-27,6337320,0,0,0,Closed,Microloan,45.79,24,384965.78,737,UZS
L002484,C02333,2025-08-02,2026-01-29,4631773,0,0,0,Closed,Installment,38.37,6,1068164.05,456,UZS
L002485,C01118,2024-06-26,2024-12-23,21086519,19799540,8153992,42,Overdue,Installment,31.51,6,4621813.52,430,UZS
L002486,C00892,2025-04-08,2025-10-05,8801490,8572255,3437247,25,Overdue,Credit card,41.42,6,2074511.19,668,UZS
L002487,C02184,2025-07-06,2028-06-20,8131338,4457371,2714471,32,Overdue,Installment,24.02,36,280124.59,647,UZS
L002488,C01037,2024-07-30,2027-07-15,26630944,0,0,0,Closed,Credit card,23.88,36,916400.37,800,UZS
L002489,C01393,2025-05-22,2025-08-20,7875540,1032630,0,0,Active,Installment,44.1,3,3782884.38,750,UZS
L002490,C02236,2024-12-04,2026-05-28,5599460,1634415,0,0,Active,Microloan,25.87,18,391557.79,587,UZS
L002491,C00409,2024-10-10,2027-09-25,25375615,0,0,0,Closed,Cash loan,35.16,36,952713.37,474,UZS
L002492,C00186,2025-10-20,2028-10-04,21957183,2982079,0,0,Active,Installment,35.78,36,828151.75,505,UZS
L002493,C02396,2024-05-07,2027-04-22,23265765,2575457,0,0,Active,Cash loan,23.9,36,800730.08,633,UZS
L002494,C00992,2025-05-05,2027-04-25,7420639,3049743,0,0,Active,Credit card,23.73,24,382564.86,802,UZS
L002495,C00749,2025-02-25,2025-11-22,33348965,0,0,0,Closed,Cash loan,26.28,9,4679230.33,538,UZS
L002496,C01395,2025-02-11,2025-05-12,22410316,14138172,0,0,Active,Cash loan,28.63,3,9608796.49,724,UZS
L002497,C01505,2025-08-07,2027-07-28,23855446,0,0,0,Closed,Credit card,44.73,24,1438582.79,754,UZS
L002498,C01772,2024-06-30,2024-09-28,4284881,3576111,0,0,Active,Installment,31.22,3,1874206.95,757,UZS
L002499,C00504,2024-06-12,2027-05-28,7246149,2251486,813221,50,Overdue,Microloan,27.92,36,257479.83,699,UZS
L002500,C00416,2024-11-21,2026-05-15,17743100,2504557,0,0,Active,Credit card,38.1,18,1361290.06,782,UZS
L002501,C01435,2024-09-01,2025-08-27,2057183,1943464,836086,68,Overdue,Credit card,26.32,12,216552.8,649,UZS
L002502,C01507,2024-03-29,2025-03-24,12284997,6977379,4518808,1,Overdue,Cash loan,31.98,12,1351144.92,566,UZS
L002503,C01823,2024-03-09,2024-09-05,32969733,22339279,12817383,14,Overdue,Credit card,29.23,6,7101130.99,632,UZS
L002504,C00578,2025-03-18,2025-09-14,13346516,10105959,2897469,94,Overdue,Installment,35.64,6,3017202.38,558,UZS
L002505,C01011,2025-01-25,2027-01-15,25992654,6637655,0,0,Active,Cash loan,29.35,24,1400895.75,813,UZS
L002506,C00802,2024-11-04,2025-08-01,14325587,4925855,0,0,Active,Cash loan,27.19,9,2024523.79,777,UZS
L002507,C01265,2024-11-24,2026-11-14,20984572,8493449,0,0,Active,Installment,45.36,24,1270965.58,716,UZS
L002508,C01869,2024-09-02,2026-08-23,17844902,10930437,0,0,Active,Cash loan,29.06,24,959609.61,792,UZS
L002509,C01775,2024-05-27,2024-11-23,8120195,5008390,1504574,67,Overdue,Cash loan,24.57,6,1685887.82,529,UZS
L002510,C00807,2025-10-11,2026-01-09,15721975,11377131,3846831,1,Overdue,Cash loan,41.71,3,7426536.92,452,UZS
L002511,C01694,2024-06-20,2025-06-15,7829380,2622597,0,0,Active,Microloan,28.84,12,840614.43,657,UZS
L002512,C01588,2025-06-05,2027-05-26,21508541,12306814,0,0,Active,Installment,44.25,24,1292752.93,695,UZS
L002513,C01583,2025-02-22,2027-02-12,1159935,231341,0,0,Active,Installment,36.76,24,66096.96,495,UZS
L002514,C02298,2025-07-17,2026-01-13,2039153,1070564,0,0,Active,Credit card,23.69,6,420371.39,623,UZS
L002515,C02470,2024-04-06,2027-03-22,39243369,0,0,0,Closed,Cash loan,45.39,36,1584887.06,748,UZS
L002516,C00171,2025-07-11,2026-04-07,34704961,33992955,12749115,77,Overdue,Credit card,29.52,9,4994429.5,526,UZS
L002517,C01655,2024-03-27,2027-03-12,3722989,1612027,868932,42,Overdue,Cash loan,44.88,36,149829.62,645,UZS
L002518,C01851,2024-02-17,2025-08-10,12240331,8696348,0,0,Active,Installment,43.08,18,972970.31,405,UZS
L002519,C00912,2025-05-09,2027-04-29,7777589,5737742,3877449,108,Overdue,Cash loan,37.32,24,445007.72,440,UZS
L002520,C01354,2024-04-09,2026-03-30,23009354,18756826,3564887,7,Overdue,Credit card,27.38,24,1221221.46,399,UZS
L002521,C02216,2025-01-02,2025-04-02,6025439,4051046,0,0,Active,Credit card,33.27,3,2676700.85,682,UZS
L002522,C00998,2025-11-08,2026-11-03,6279253,0,0,0,Closed,Installment,41.72,12,741579.78,620,UZS
L002523,C01008,2025-10-12,2027-04-05,7118429,0,0,0,Closed,Installment,42.35,18,562949.09,844,UZS
L002524,C01672,2024-11-07,2025-08-04,20462954,7064023,3571307,29,Overdue,Cash loan,45.37,9,3305221.8,631,UZS
L002525,C02282,2025-08-02,2027-01-24,18969772,10293493,0,0,Active,Credit card,23.9,18,1305752.64,674,UZS
L002526,C00854,2024-01-05,2025-06-28,21232453,8096641,5618664,59,Overdue,Cash loan,38.82,18,1637493.96,618,UZS
L002527,C01795,2024-09-12,2025-03-11,21993297,7803772,0,0,Active,Installment,42.83,6,5235504.35,750,UZS
L002528,C01159,2024-06-23,2025-06-18,9497356,0,0,0,Closed,Cash loan,25.41,12,992552.85,735,UZS
L002529,C02131,2025-10-27,2026-07-24,10480989,4258989,0,0,Active,Cash loan,26.29,9,1470715.67,700,UZS
L002530,C00239,2025-06-22,2028-06-06,4847335,4508742,1316918,17,Overdue,Installment,39.09,36,187282.17,657,UZS
L002531,C01206,2024-09-05,2025-08-31,30576598,19539733,0,0,Active,Cash loan,25.09,12,3187355.54,823,UZS
L002532,C02188,2024-12-24,2025-03-24,31966775,15811641,5695928,74,Overdue,Cash loan,41.74,3,15103235.63,714,UZS
L002533,C01126,2024-04-18,2027-04-03,24972300,3599390,0,0,Active,Credit card,26.27,36,875903.42,480,UZS
L002534,C02474,2024-12-12,2026-06-05,6052582,4762020,0,0,Active,Credit card,41.84,18,476943.46,500,UZS
L002535,C00218,2025-01-28,2025-04-28,11834447,6438360,0,0,Active,Cash loan,31.53,3,5188616.05,674,UZS
L002536,C00668,2024-01-16,2024-04-15,2613895,2278963,768300,14,Overdue,Installment,25.43,3,1092869.5,585,UZS
L002537,C00390,2025-08-20,2026-02-16,18739439,12716665,0,0,Active,Installment,40.97,6,4402831.19,789,UZS
L002538,C00368,2025-09-22,2026-03-21,8702343,7232763,0,0,Active,Installment,22.3,6,1773827.58,695,UZS
L002539,C01047,2024-01-02,2025-12-22,2027879,1273971,0,0,Active,Installment,38.73,24,117219.86,534,UZS
L002540,C02094,2025-10-06,2028-09-20,9197981,4831828,0,0,Active,Cash loan,34.78,36,344362.19,497,UZS
L002541,C02412,2024-12-01,2026-05-25,30695738,20509908,11039078,1,Overdue,Cash loan,27.43,18,2173087.72,834,UZS
L002542,C01134,2024-03-03,2024-11-28,21751942,12447671,4158953,21,Overdue,Installment,33.44,9,3225087.93,791,UZS
L002543,C01586,2024-04-18,2025-04-13,26619485,16126108,0,0,Active,Credit card,25.25,12,2778408.75,661,UZS
L002544,C00127,2025-06-18,2026-06-13,6945581,0,0,0,Closed,Microloan,34.29,12,777268.39,717,UZS
L002545,C02190,2025-02-06,2026-07-31,8594183,5352841,801668,45,Overdue,Installment,27.34,18,607990.7,528,UZS
L002546,C02338,2024-07-19,2026-07-09,6124345,0,0,0,Closed,Installment,45.25,24,370650.46,772,UZS
L002547,C02393,2024-10-28,2025-01-26,7287186,6276494,2222424,20,Overdue,Credit card,41.77,3,3443681.2,549,UZS
L002548,C01540,2025-03-24,2025-09-20,9702175,7099358,0,0,Active,Cash loan,34.33,6,2172155.28,635,UZS
L002549,C01025,2025-11-01,2026-01-30,3321862,0,0,0,Closed,Credit card,41.3,3,1564597.0,701,UZS
L002550,C01707,2024-12-20,2025-12-15,21673854,7615722,0,0,Active,Cash loan,40.55,12,2538550.15,656,UZS
L002551,C00460,2024-05-01,2024-10-28,1377167,486412,0,0,Active,Microloan,34.64,6,309036.27,717,UZS
L002552,C02322,2025-01-11,2026-07-05,31371092,0,0,0,Closed,Cash loan,26.38,18,2202599.23,545,UZS
L002553,C01389,2025-04-16,2026-04-11,8246652,0,0,0,Closed,Cash loan,36.58,12,938606.44,849,UZS
L002554,C02103,2025-07-02,2025-09-30,4200519,2047325,0,0,Active,Credit card,44.95,3,2029550.76,733,UZS
L002555,C00042,2024-07-28,2025-04-24,21886618,15750468,0,0,Active,Credit card,24.97,9,3039078.5,707,UZS
L002556,C00014,2024-09-03,2025-03-02,42120384,40124434,25077464,1,Overdue,Cash loan,30.27,6,9145037.37,561,UZS
L002557,C01267,2025-11-03,2027-04-27,31920770,20490266,10317752,1,Overdue,Credit card,41.6,18,2511100.57,445,UZS
L002558,C02449,2024-11-28,2026-05-22,6778656,3751824,0,0,Active,Cash loan,23.63,18,465580.69,806,UZS
L002559,C02437,2024-04-24,2025-10-16,16092033,3215370,0,0,Active,Credit card,36.08,18,1216557.69,499,UZS
L002560,C01699,2024-07-17,2025-07-12,32868536,0,0,0,Closed,Cash loan,29.64,12,3550897.51,484,UZS
L002561,C02449,2025-11-28,2027-05-22,23592223,7173157,0,0,Active,Installment,34.97,18,1769023.52,733,UZS
L002562,C01893,2025-07-11,2027-07-01,2721152,1716011,543923,66,Overdue,Microloan,41.02,24,159890.36,563,UZS
L002563,C01936,2024-12-12,2025-03-12,24616201,21534491,7133777,56,Overdue,Cash loan,34.4,3,11028058.05,655,UZS
L002564,C02424,2024-01-26,2024-04-25,5788219,4576855,0,0,Active,Credit card,42.11,3,2741879.34,552,UZS
L002565,C00331,2024-06-21,2024-09-19,9793593,0,0,0,Closed,Cash loan,27.08,3,4148565.99,831,UZS
L002566,C00715,2024-03-17,2024-12-12,10830071,6993454,0,0,Active,Installment,41.09,9,1697794.13,609,UZS
L002567,C01803,2024-07-08,2025-01-04,4539297,3829339,1094929,22,Overdue,Microloan,37.73,6,1041995.63,600,UZS
L002568,C01161,2024-09-11,2027-08-27,34767090,11192796,0,0,Active,Credit card,36.43,36,1317576.14,471,UZS
L002569,C02303,2025-05-13,2026-05-08,2920593,2198559,0,0,Active,Installment,35.71,12,330294.73,759,UZS
L002570,C02052,2024-10-12,2025-10-07,4286720,4195317,1221290,2,Overdue,Credit card,38.63,12,495223.33,419,UZS
L002571,C00545,2025-10-02,2027-03-26,5259586,0,0,0,Closed,Cash loan,36.17,18,397887.68,627,UZS
L002572,C01407,2024-01-25,2027-01-09,9617197,3162943,2038618,57,Overdue,Installment,39.45,36,372532.81,423,UZS
L002573,C00641,2025-03-20,2025-09-16,1729552,1239714,0,0,Active,Installment,35.47,6,390504.02,680,UZS
L002574,C02312,2024-11-24,2025-05-23,5943603,0,0,0,Closed,Credit card,38.86,6,1375547.85,566,UZS
L002575,C00119,2025-11-12,2026-11-07,7491456,6257484,0,0,Active,Microloan,26.64,12,790598.32,521,UZS
L002576,C00577,2025-04-21,2026-04-16,27539101,14016524,0,0,Active,Cash loan,26.91,12,2912489.42,800,UZS
L002577,C00763,2024-10-27,2026-04-20,21986336,0,0,0,Closed,Cash loan,39.48,18,1703696.75,737,UZS
L002578,C01994,2025-05-02,2028-04-16,15670431,5935758,0,0,Active,Installment,41.72,36,616892.63,658,UZS
L002579,C01502,2025-08-18,2026-02-14,21591702,15882763,0,0,Active,Cash loan,36.81,6,4923267.92,609,UZS
L002580,C02292,2024-04-03,2025-03-29,6095417,0,0,0,Closed,Microloan,29.83,12,659473.32,716,UZS
L002581,C00355,2025-05-07,2026-10-29,9070882,5546499,1911062,29,Overdue,Installment,26.72,18,638590.09,429,UZS
L002582,C01826,2024-03-20,2024-06-18,19578294,0,0,0,Closed,Credit card,44.9,3,9456316.0,674,UZS
L002583,C00734,2025-08-05,2026-07-31,14750949,6321826,0,0,Active,Installment,39.15,12,1710495.46,708,UZS
L002584,C01159,2024-06-27,2024-09-25,25585565,12824534,0,0,Active,Credit card,29.1,3,11010321.47,790,UZS
L002585,C00719,2024-03-12,2025-03-07,17041995,9241822,1400463,88,Overdue,Cash loan,23.53,12,1754331.37,619,UZS
L002586,C00294,2024-08-27,2026-08-17,23093194,16699515,0,0,Active,Credit card,32.32,24,1273204.76,625,UZS
L002587,C02085,2024-04-20,2026-04-10,15653239,0,0,0,Closed,Installment,39.71,24,911214.18,444,UZS
L002588,C02322,2025-02-28,2026-02-23,5482624,1226569,0,0,Active,Cash loan,31.3,12,599890.44,802,UZS
L002589,C00319,2024-09-26,2025-09-21,7173291,5914364,0,0,Active,Credit card,45.23,12,868147.54,720,UZS
L002590,C00802,2024-04-27,2025-04-22,547687,414465,165906,29,Overdue,Microloan,23.44,12,56338.74,542,UZS
L002591,C00337,2025-09-07,2027-03-01,26153025,18611955,0,0,Active,Credit card,29.99,18,1888684.29,671,UZS
L002592,C01830,2024-09-09,2025-06-06,20803947,15482422,5411658,63,Overdue,Credit card,35.92,9,3141858.31,539,UZS
L002593,C01076,2024-09-11,2025-06-08,23512911,16688007,0,0,Active,Credit card,33.93,9,3498982.41,718,UZS
L002594,C00567,2025-04-09,2026-01-04,10156227,5950101,0,0,Active,Installment,33.19,9,1503008.75,668,UZS
L002595,C00589,2024-11-02,2025-10-28,43946677,0,0,0,Closed,Cash loan,36.45,12,4997103.4,792,UZS
L002596,C01555,2024-01-29,2025-07-22,16682368,8877003,5658421,44,Overdue,Installment,44.13,18,1335794.28,523,UZS
L002597,C02418,2024-06-30,2025-03-27,11084105,3657924,2443891,52,Overdue,Installment,33.0,9,1637984.41,492,UZS
L002598,C02400,2025-08-03,2028-07-18,5972055,4886176,0,0,Active,Cash loan,23.78,36,205339.16,825,UZS
L002599,C00395,2025-10-22,2027-10-12,2263389,1652642,0,0,Active,Microloan,39.16,24,131238.84,698,UZS
L002600,C01360,2024-08-23,2025-08-18,3526855,495375,0,0,Active,Cash loan,23.11,12,361825.93,598,UZS
L002601,C00721,2025-03-17,2025-06-15,34931088,14657657,0,0,Active,Cash loan,44.92,3,16874044.24,602,UZS
L002602,C02179,2024-10-05,2026-09-25,17712792,15369410,3775091,90,Overdue,Cash loan,39.17,24,1027120.53,556,UZS
L002603,C01971,2024-12-30,2026-06-23,26008560,9257957,0,0,Active,Cash loan,45.03,18,2095567.48,693,UZS
L002604,C01719,2024-05-21,2025-02-15,4126409,1513504,0,0,Active,Installment,45.53,9,667240.34,798,UZS
L002605,C02054,2025-06-16,2025-12-13,6650616,1219063,0,0,Active,Installment,44.16,6,1597921.34,460,UZS
L002606,C01352,2025-11-09,2026-11-04,2962729,0,0,0,Closed,Installment,37.65,12,339849.71,832,UZS
L002607,C00764,2024-11-03,2025-07-31,26700363,11443307,0,0,Active,Credit card,24.47,9,3692660.2,690,UZS
L002608,C00452,2025-03-01,2028-02-14,17323025,13990849,5002458,10,Overdue,Installment,27.54,36,613716.28,794,UZS
L002609,C01146,2025-06-25,2026-03-22,6445388,4786785,0,0,Active,Microloan,35.31,9,969028.28,520,UZS
L002610,C01413,2025-05-02,2025-10-29,7388908,0,0,0,Closed,Installment,33.78,6,1647480.19,725,UZS
L002611,C00291,2025-02-02,2025-10-30,27028291,5994322,0,0,Active,Credit card,42.5,9,4279479.41,488,UZS
L002612,C02242,2024-09-12,2025-09-07,30795305,18061235,0,0,Active,Cash loan,41.78,12,3638465.29,741,UZS
L002613,C02371,2024-01-03,2025-12-23,29570646,0,0,0,Closed,Credit card,27.75,24,1574020.84,681,UZS
L002614,C01696,2025-08-18,2026-05-15,4786429,0,0,0,Closed,Cash loan,33.32,9,709029.68,454,UZS
L002615,C00181,2024-02-11,2025-08-04,961867,676291,213448,36,Overdue,Microloan,45.66,18,77836.42,633,UZS
L002616,C00202,2025-06-25,2025-09-23,15249479,2578984,0,0,Active,Installment,33.28,3,6774835.2,644,UZS
L002617,C02198,2025-04-21,2028-04-05,26652229,0,0,0,Closed,Cash loan,26.59,36,937196.02,501,UZS
L002618,C00181,2025-03-04,2025-11-29,19277085,12293537,0,0,Active,Credit card,40.69,9,3013436.77,772,UZS
L002619,C00749,2024-07-20,2024-10-18,1667639,1460220,980132,10,Overdue,Installment,25.04,3,695071.94,602,UZS
L002620,C01897,2024-03-03,2026-02-21,30330454,21541675,0,0,Active,Credit card,40.67,24,1777743.74,557,UZS
L002621,C01286,2024-11-02,2025-10-28,14948015,9473155,0,0,Active,Installment,31.88,12,1642786.85,564,UZS
L002622,C00492,2025-06-01,2026-02-26,3560948,2385947,0,0,Active,Cash loan,45.12,9,574183.08,456,UZS
L002623,C01078,2025-06-06,2026-03-03,35823216,0,0,0,Closed,Cash loan,26.57,9,5037938.28,693,UZS
L002624,C00740,2025-11-09,2027-10-30,39385623,0,0,0,Closed,Cash loan,25.95,24,2066924.67,696,UZS
L002625,C00579,2024-08-02,2026-07-23,13056270,8843026,3120913,4,Overdue,Credit card,41.55,24,770047.92,509,UZS
L002626,C00322,2025-10-29,2026-01-27,5398446,4384681,1752761,4,Overdue,Cash loan,40.05,3,2520174.54,756,UZS
L002627,C00882,2024-07-30,2025-04-26,21391032,7707972,2250874,140,Overdue,Credit card,38.78,9,3298497.13,569,UZS
L002628,C01438,2024-02-18,2026-02-07,18136922,11194117,0,0,Active,Credit card,24.63,24,941835.25,642,UZS
L002629,C00915,2025-07-18,2026-01-14,3819327,1493822,0,0,Active,Credit card,44.39,6,919121.04,829,UZS
L002630,C01310,2025-11-14,2026-05-13,39351098,13045932,0,0,Active,Cash loan,36.79,6,8971394.49,579,UZS
L002631,C00659,2024-10-13,2025-07-10,4442109,2645563,570265,28,Overdue,Microloan,23.06,9,607384.37,628,UZS
L002632,C01207,2025-08-01,2026-07-27,17870630,13560338,0,0,Active,Credit card,25.96,12,1875820.46,524,UZS
L002633,C01969,2025-03-04,2028-02-17,21316356,15590078,5190326,31,Overdue,Installment,36.66,36,809192.56,833,UZS
L002634,C01473,2024-04-12,2024-07-11,7270347,0,0,0,Closed,Installment,45.69,3,3530722.85,516,UZS
L002635,C01283,2024-11-07,2025-05-06,19860588,16712229,0,0,Active,Installment,38.59,6,4587464.82,461,UZS
L002636,C00812,2024-09-25,2026-03-19,12035332,9059609,3871013,22,Overdue,Cash loan,27.23,18,850697.38,715,UZS
L002637,C01300,2025-08-28,2026-08-23,24953847,13396022,4097520,55,Overdue,Credit card,40.57,12,2923135.23,515,UZS
L002638,C00224,2024-12-24,2026-06-17,6963532,5845043,0,0,Active,Cash loan,27.89,18,494758.95,643,UZS
L002639,C01188,2024-02-10,2025-08-03,30280105,30037084,19868614,3,Overdue,Credit card,42.3,18,2393810.52,509,UZS
L002640,C01813,2024-08-02,2025-04-29,17666509,11159588,7132787,17,Overdue,Installment,33.79,9,2626224.71,757,UZS
L002641,C00385,2024-08-19,2025-05-16,5916535,4370190,611003,10,Overdue,Cash loan,28.53,9,844946.94,609,UZS
L002642,C02165,2024-03-04,2024-06-02,4030911,2058446,0,0,Active,Cash loan,22.44,3,1645149.14,439,UZS
L002643,C00033,2024-09-10,2027-08-26,41300276,0,0,0,Closed,Cash loan,43.12,36,1641915.42,788,UZS
L002644,C02377,2025-05-18,2025-11-14,20888999,0,0,0,Closed,Cash loan,29.74,6,4516897.88,679,UZS
L002645,C00310,2024-11-13,2025-11-08,20240436,0,0,0,Closed,Installment,26.71,12,2137221.37,705,UZS
L002646,C01627,2025-09-27,2028-09-11,7915206,4297271,0,0,Active,Microloan,29.0,36,283628.22,472,UZS
L002647,C01890,2024-05-01,2025-10-23,24592204,21886379,7124549,119,Overdue,Credit card,32.13,18,1805204.4,835,UZS
L002648,C02321,2025-10-12,2028-09-26,13703711,11110407,4937901,14,Overdue,Installment,35.6,36,516173.11,449,UZS
L002649,C00647,2025-04-13,2028-03-28,2899697,1996614,0,0,Active,Credit card,30.52,36,105130.13,707,UZS
L002650,C01215,2025-03-10,2025-12-05,6066747,0,0,0,Closed,Microloan,33.77,9,901720.83,613,UZS
L002651,C01976,2025-11-12,2028-10-27,37021609,30050452,17074822,27,Overdue,Cash loan,27.64,36,1312621.71,612,UZS
L002652,C00918,2024-10-12,2025-10-07,24193225,11493766,0,0,Active,Installment,41.58,12,2854397.33,818,UZS
L002653,C01839,2024-09-08,2026-08-29,39549112,6368118,0,0,Active,Cash loan,33.04,24,2192339.11,589,UZS
L002654,C00861,2024-09-11,2025-03-10,3203453,2239815,0,0,Active,Cash loan,34.19,6,716452.26,674,UZS
L002655,C00062,2025-11-23,2026-05-22,3406791,1535446,903645,37,Overdue,Microloan,22.77,6,697086.22,537,UZS
L002656,C02452,2024-03-11,2027-02-24,16006689,10495000,0,0,Active,Credit card,27.4,36,566458.94,609,UZS
L002657,C01256,2024-03-21,2025-09-12,36021854,23111379,3861483,70,Overdue,Cash loan,32.56,18,2652809.43,682,UZS
L002658,C00649,2025-06-25,2027-06-15,24219606,14344912,2650447,97,Default,Cash loan,38.7,24,1399691.4,469,UZS
L002659,C01605,2024-07-01,2025-03-28,3682946,2064400,1263048,68,Overdue,Microloan,32.17,9,540861.08,450,UZS
L002660,C00254,2025-09-26,2025-12-25,37279941,26804530,14202488,41,Overdue,Cash loan,23.08,3,15294717.13,506,UZS
L002661,C00322,2025-09-14,2027-03-08,1160769,376626,245298,18,Overdue,Microloan,31.23,18,84626.51,574,UZS
L002662,C00369,2024-10-29,2025-01-27,24714251,8032733,0,0,Active,Installment,24.06,3,10220166.6,638,UZS
L002663,C00751,2024-07-30,2025-04-26,3981523,2356703,0,0,Active,Microloan,31.75,9,582850.73,777,UZS
L002664,C00097,2025-01-26,2025-07-25,15826740,2229646,0,0,Active,Credit card,44.49,6,3811342.77,607,UZS
L002665,C01073,2024-07-02,2027-06-17,24278424,7155740,0,0,Active,Cash loan,22.47,36,825938.5,765,UZS
L002666,C01610,2025-09-20,2026-09-15,18102235,0,0,0,Closed,Credit card,26.99,12,1915669.02,709,UZS
L002667,C00265,2024-12-16,2025-06-14,21390291,15302490,0,0,Active,Cash loan,27.19,6,4534385.19,590,UZS
L002668,C00101,2025-11-15,2026-08-12,12783012,10198101,4917412,29,Overdue,Installment,31.7,9,1870580.76,541,UZS
L002669,C00403,2024-07-28,2025-01-24,3649717,838447,0,0,Active,Credit card,40.38,6,853912.12,662,UZS
L002670,C01148,2024-08-29,2026-02-20,717060,156802,0,0,Active,Microloan,22.41,18,48764.06,884,UZS
L002671,C00200,2024-04-07,2025-04-02,6171882,4404732,0,0,Active,Microloan,41.22,12,726327.65,826,UZS
L002672,C00521,2024-08-13,2025-02-09,40071593,24875683,0,0,Active,Cash loan,43.87,6,9608500.14,832,UZS
L002673,C00692,2025-08-10,2027-07-31,19141709,14602266,0,0,Active,Credit card,32.26,24,1054867.68,830,UZS
L002674,C00979,2024-04-25,2025-10-17,22890865,12083860,0,0,Active,Credit card,33.85,18,1702190.16,587,UZS
L002675,C01639,2025-08-09,2026-08-04,3528147,2775690,0,0,Active,Cash loan,25.58,12,369220.58,519,UZS
L002676,C00936,2024-11-30,2026-05-24,2257956,1869752,1149806,12,Overdue,Microloan,39.27,18,174703.07,589,UZS
