action_id,loan_id,customer_id,collector_id,action_date,action_type,action_result,promise_to_pay_date,promise_amount,next_follow_up_date
A00002736,L002416,C01327,CL016,2025-11-26,SMS,Promise to Pay,2025-12-06,145227,2025-12-06
A00002737,L002416,C01327,CL019,2025-11-11,Push,No Answer,,,2025-11-19
A00002738,L002417,C01790,CL021,2025-10-31,Email,No Answer,,,2025-11-09
A00002739,L002417,C01790,CL027,2025-12-15,SMS,Refused,,,2025-12-25
A00002740,L002417,C01790,CL020,2025-10-30,Call,Refused,,,2025-11-03
A00002741,L002417,C01790,CL022,2025-11-12,Call,Refused,,,2025-11-16
A00002742,L002417,C01790,CL021,2025-12-08,Call,No Answer,,,2025-12-09
A00002743,L002417,C01790,CL020,2025-11-27,SMS,No Answer,,,2025-12-02
A00002744,L002417,C01790,CL016,2025-12-06,Email,No Answer,,,2025-12-08
A00002745,L002419,C00332,CL006,2025-12-12,Field Visit,No Answer,,,2025-12-13
A00002746,L002419,C00332,CL009,2025-12-13,Call,Promise to Pay,2025-12-19,1192982,2025-12-19
A00002747,L002419,C00332,CL005,2025-12-14,Call,Refused,,,2025-12-17
A00002748,L002419,C00332,CL001,2025-12-14,Call,Rescheduled,,,2025-12-22
A00002749,L002422,C00171,CL005,2025-12-11,SMS,Promise to Pay,2025-12-17,509334,2025-12-16
A00002750,L002422,C00171,CL004,2025-12-10,Field Visit,Promise to Pay,2025-12-12,2430463,2025-12-11
A00002751,L002422,C00171,CL010,2025-12-20,Call,No Answer,,,2025-12-29
A00002752,L002422,C00171,CL013,2025-12-18,Call,No Answer,,,2025-12-27
A00002753,L002425,C02388,CL015,2025-12-18,SMS,No Answer,,,2025-12-23
A00002754,L002425,C02388,CL015,2025-12-18,Call,Refused,,,2025-12-26
A00002755,L002426,C01571,CL025,2025-12-01,Call,Promise to Pay,2025-12-09,157842,2025-12-03
A00002756,L002426,C01571,CL016,2025-10-08,Call,Promise to Pay,2025-10-12,110217,2025-10-09
A00002757,L002426,C01571,CL018,2025-12-08,Call,Rescheduled,,,2025-12-11
A00002758,L002426,C01571,CL023,2025-09-29,SMS,Refused,,,2025-09-30
A00002759,L002426,C01571,CL022,2025-11-17,Call,No Answer,,,2025-11-20
A00002760,L002426,C01571,CL017,2025-10-05,SMS,No Answer,,,2025-10-10
A00002761,L002426,C01571,CL025,2025-11-16,Call,No Answer,,,2025-11-22
A00002762,L002426,C01571,CL024,2025-10-03,Call,Paid,,,2025-10-06
A00002763,L002428,C01261,CL011,2025-12-13,Call,Rescheduled,,,2025-12-20
A00002764,L002428,C01261,CL008,2025-12-10,Push,Promise to Pay,2025-12-20,436948,2025-12-17
A00002765,L002428,C01261,CL002,2025-12-22,Call,Refused,,,2025-12-26
A00002766,L002428,C01261,CL015,2025-12-15,Call,No Answer,,,2025-12-23
A00002767,L002432,C01951,CL013,2025-12-27,Push,Rescheduled,,,2026-01-06
A00002768,L002432,C01951,CL012,2025-12-27,Push,Rescheduled,,,2026-01-03
A00002769,L002433,C02321,CL044,2025-11-15,Push,No Answer,,,2025-11-16
A00002770,L002433,C02321,CL040,2025-10-16,Call,No Answer,,,2025-10-23
A00002771,L002433,C02321,CL033,2025-11-09,Call,Promise to Pay,2025-11-10,132671,2025-11-19
A00002772,L002433,C02321,CL026,2025-11-18,Call,No Answer,,,2025-11-20
A00002773,L002433,C02321,CL021,2025-11-14,Call,No Answer,,,2025-11-23
A00002774,L002433,C02321,CL033,2025-11-08,Call,Promise to Pay,2025-11-10,314541,2025-11-15
A00002775,L002433,C02321,CL029,2025-10-18,Field Visit,Rescheduled,,,2025-10-20
A00002776,L002441,C01665,CL005,2025-11-20,Field Visit,Paid,,,2025-11-22
A00002777,L002441,C01665,CL003,2025-12-14,Push,Rescheduled,,,2025-12-20
A00002778,L002441,C01665,CL009,2025-12-16,Field Visit,Wrong Number,,,2025-12-26
A00002779,L002451,C01800,CL027,2025-12-04,Push,No Answer,,,2025-12-05
A00002780,L002451,C01800,CL022,2025-12-03,Field Visit,Promise to Pay,2025-12-13,230639,2025-12-10
A00002781,L002451,C01800,CL028,2025-12-23,SMS,No Answer,,,2025-12-31
A00002782,L002451,C01800,CL029,2025-12-20,Call,Rescheduled,,,2025-12-22
A00002783,L002451,C01800,CL019,2025-12-02,Call,No Answer,,,2025-12-03
A00002784,L002451,C01800,CL019,2025-12-05,Call,No Answer,,,2025-12-09
A00002785,L002451,C01800,CL023,2025-12-15,Call,Paid,,,2025-12-23
A00002786,L002452,C00517,CL024,2025-11-13,Call,Promise to Pay,2025-11-23,314569,2025-11-18
A00002787,L002452,C00517,CL018,2025-11-14,Call,Promise to Pay,2025-11-23,475407,2025-11-18
A00002788,L002452,C00517,CL022,2025-10-30,Call,No Answer,,,2025-11-05
A00002789,L002452,C00517,CL028,2025-10-30,Call,Promise to Pay,2025-11-01,304736,2025-11-08
A00002790,L002452,C00517,CL030,2025-12-12,Call,Paid,,,2025-12-13
A00002791,L002452,C00517,CL019,2025-11-17,SMS,No Answer,,,2025-11-21
A00002792,L002452,C00517,CL021,2025-10-31,SMS,Paid,,,2025-11-07
A00002793,L002458,C00717,CL014,2025-11-25,Call,Rescheduled,,,2025-12-02
A00002794,L002458,C00717,CL001,2025-12-01,Call,No Answer,,,2025-12-02
A00002795,L002458,C00717,CL011,2025-11-30,Call,Refused,,,2025-12-10
A00002796,L002458,C00717,CL007,2025-11-27,Call,No Answer,,,2025-11-30
A00002797,L002461,C01964,CL006,2025-12-26,Call,Wrong Number,,,2026-01-03
A00002798,L002461,C01964,CL007,2025-12-22,Push,Refused,,,2025-12-24
A00002799,L002461,C01964,CL010,2025-12-21,Call,Paid,,,2025-12-31
A00002800,L002461,C01964,CL001,2025-12-21,Email,Rescheduled,,,2025-12-23
A00002801,L002461,C01964,CL009,2025-12-26,Call,Paid,,,2026-01-01
A00002802,L002462,C01328,CL015,2025-12-06,Push,Refused,,,2025-12-13
A00002803,L002462,C01328,CL005,2025-12-02,Call,Promise to Pay,2025-12-12,2934073,2025-12-04
A00002804,L002462,C01328,CL006,2025-12-11,Call,Refused,,,2025-12-21
A00002805,L002464,C02407,CL007,2025-12-15,Call,Promise to Pay,2025-12-19,255706,2025-12-23
A00002806,L002466,C01272,CL029,2025-12-05,SMS,No Answer,,,2025-12-12
A00002807,L002466,C01272,CL019,2025-12-04,Field Visit,No Answer,,,2025-12-07
A00002808,L002466,C01272,CL030,2025-11-29,Call,Promise to Pay,2025-12-05,223643,2025-12-04
A00002809,L002466,C01272,CL019,2025-11-23,SMS,Promise to Pay,2025-11-27,401671,2025-11-29
A00002810,L002468,C00685,CL010,2025-12-10,Call,No Answer,,,2025-12-15
A00002811,L002468,C00685,CL001,2025-12-10,Email,Refused,,,2025-12-18
A00002812,L002470,C00861,CL016,2025-11-27,Call,Promise to Pay,2025-12-01,1220545,2025-12-05
A00002813,L002470,C00861,CL020,2025-11-22,Call,Paid,,,2025-11-23
A00002814,L002470,C00861,CL024,2025-12-30,Call,Refused,,,2025-12-31
A00002815,L002470,C00861,CL023,2025-12-06,SMS,Promise to Pay,2025-12-07,303293,2025-12-14
A00002816,L002470,C00861,CL024,2025-12-04,SMS,Paid,,,2025-12-14
A00002817,L002470,C00861,CL020,2025-11-03,Email,Paid,,,2025-11-11
A00002818,L002470,C00861,CL026,2025-12-10,Push,Promise to Pay,2025-12-11,857915,2025-12-12
A00002819,L002470,C00861,CL016,2025-11-26,Call,Rescheduled,,,2025-11-28
A00002820,L002476,C00736,CL026,2025-10-27,SMS,Promise to Pay,2025-11-03,1013764,2025-10-30
A00002821,L002476,C00736,CL017,2025-10-28,Push,Promise to Pay,2025-11-04,160009,2025-11-03
A00002822,L002476,C00736,CL024,2025-11-16,Call,No Answer,,,2025-11-24
A00002823,L002476,C00736,CL016,2025-12-06,Call,No Answer,,,2025-12-15
A00002824,L002476,C00736,CL026,2025-12-02,SMS,Rescheduled,,,2025-12-07
A00002825,L002477,C01063,CL008,2025-12-07,Call,No Answer,,,2025-12-14
A00002826,L002482,C01923,CL006,2025-12-18,SMS,Refused,,,2025-12-19
A00002827,L002482,C01923,CL002,2025-12-18,Push,No Answer,,,2025-12-22
A00002828,L002482,C01923,CL015,2025-12-17,SMS,Refused,,,2025-12-18
A00002829,L002482,C01923,CL010,2025-12-18,Field Visit,Paid,,,2025-12-24
A00002830,L002485,C01118,CL028,2025-11-06,Call,No Answer,,,2025-11-10
A00002831,L002485,C01118,CL017,2025-12-09,Email,No Answer,,,2025-12-15
A00002832,L002485,C01118,CL018,2025-11-27,SMS,Promise to Pay,2025-12-07,2488991,2025-11-30
A00002833,L002485,C01118,CL022,2025-11-24,Call,No Answer,,,2025-12-04
A00002834,L002486,C00892,CL001,2025-11-24,Call,No Answer,,,2025-12-02
A00002835,L002486,C00892,CL013,2025-12-07,Email,Rescheduled,,,2025-12-12
A00002836,L002486,C00892,CL001,2025-11-29,Call,No Answer,,,2025-12-02
A00002837,L002486,C00892,CL011,2025-11-30,Push,Rescheduled,,,2025-12-04
A00002838,L002486,C00892,CL010,2025-12-13,Call,Refused,,,2025-12-14
A00002839,L002487,C02184,CL026,2025-11-19,Email,No Answer,,,2025-11-29
A00002840,L002487,C02184,CL026,2025-11-27,SMS,Paid,,,2025-11-30
A00002841,L002487,C02184,CL028,2025-11-26,SMS,Refused,,,2025-12-05
A00002842,L002487,C02184,CL028,2025-11-14,SMS,Promise to Pay,2025-11-18,706457,2025-11-24
A00002843,L002487,C02184,CL021,2025-11-23,Call,Rescheduled,,,2025-11-27
A00002844,L002487,C02184,CL021,2025-11-26,Email,No Answer,,,2025-11-28
A00002845,L002499,C00504,CL017,2025-12-10,Call,No Answer,,,2025-12-14
A00002846,L002499,C00504,CL018,2025-11-20,Push,Refused,,,2025-11-30
A00002847,L002499,C00504,CL024,2025-12-22,Call,No Answer,,,2025-12-29
A00002848,L002499,C00504,CL030,2025-12-22,SMS,No Answer,,,2025-12-24
A00002849,L002499,C00504,CL025,2025-12-02,Field Visit,Paid,,,2025-12-07
A00002850,L002499,C00504,CL018,2025-12-04,Email,Promise to Pay,2025-12-09,132215,2025-12-13
A00002851,L002499,C00504,CL021,2025-11-21,SMS,Promise to Pay,2025-11-30,146534,2025-11-29
A00002852,L002499,C00504,CL022,2025-11-20,Call,No Answer,,,2025-11-25
A00002853,L002501,C01435,CL024,2025-11-06,Field Visit,Paid,,,2025-11-16
A00002854,L002501,C01435,CL020,2025-12-02,Call,Promise to Pay,2025-12-10,106874,2025-12-05
A00002855,L002501,C01435,CL028,2025-11-21,Push,No Answer,,,2025-11-23
A00002856,L002501,C01435,CL025,2025-11-30,Field Visit,No Answer,,,2025-12-05
A00002857,L002502,C01507,CL010,2025-12-14,Field Visit,Paid,,,2025-12-22
A00002858,L002502,C01507,CL015,2025-12-15,Call,No Answer,,,2025-12-23
A00002859,L002502,C01507,CL005,2025-12-15,Push,Paid,,,2025-12-16
A00002860,L002503,C01823,CL003,2025-12-12,Push,No Answer,,,2025-12-22
A00002861,L002504,C00578,CL031,2025-11-24,Call,No Answer,,,2025-12-04
A00002862,L002504,C00578,CL030,2025-10-31,SMS,No Answer,,,2025-11-01
A00002863,L002504,C00578,CL025,2025-11-26,SMS,Promise to Pay,2025-11-30,459097,2025-11-28
A00002864,L002504,C00578,CL027,2025-10-22,Call,Rescheduled,,,2025-10-27
A00002865,L002504,C00578,CL044,2025-11-10,Call,No Answer,,,2025-11-16
A00002866,L002509,C01775,CL025,2025-11-22,Field Visit,Promise to Pay,2025-11-25,388084,2025-12-01
A00002867,L002509,C01775,CL030,2025-11-23,Call,No Answer,,,2025-11-27
A00002868,L002510,C00807,CL011,2025-12-25,Call,No Answer,,,2026-01-03
A00002869,L002516,C00171,CL016,2025-11-29,Call,No Answer,,,2025-12-07
A00002870,L002516,C00171,CL024,2025-10-21,Call,Paid,,,2025-10-23
A00002871,L002516,C00171,CL016,2025-12-27,Call,Rescheduled,,,2025-12-29
A00002872,L002516,C00171,CL026,2025-11-29,SMS,No Answer,,,2025-12-01
A00002873,L002516,C00171,CL030,2025-12-24,Email,No Answer,,,2025-12-26
A00002874,L002516,C00171,CL027,2025-11-21,Push,No Answer,,,2025-11-30
A00002875,L002516,C00171,CL026,2025-12-20,Push,No Answer,,,2025-12-26
A00002876,L002516,C00171,CL018,2025-11-16,Call,Refused,,,2025-11-23
A00002877,L002517,C01655,CL022,2025-12-15,SMS,Rescheduled,,,2025-12-24
A00002878,L002517,C01655,CL023,2025-11-21,Call,No Answer,,,2025-11-24
A00002879,L002517,C01655,CL028,2025-12-01,Push,Paid,,,2025-12-06
A00002880,L002517,C01655,CL016,2025-12-21,Call,Rescheduled,,,2025-12-24
A00002881,L002517,C01655,CL028,2025-12-06,SMS,No Answer,,,2025-12-12
A00002882,L002517,C01655,CL029,2025-12-13,Email,Wrong Number,,,2025-12-22
A00002883,L002517,C01655,CL026,2025-12-31,Push,Wrong Number,,,2026-01-01
A00002884,L002517,C01655,CL028,2025-11-24,Call,No Answer,,,2025-12-01
A00002885,L002519,C00912,CL027,2025-09-27,Push,Paid,,,2025-10-04
A00002886,L002519,C00912,CL036,2025-11-05,Call,Paid,,,2025-11-10
A00002887,L002519,C00912,CL027,2025-11-21,Call,Rescheduled,,,2025-11-30
A00002888,L002519,C00912,CL022,2025-09-10,Email,Refused,,,2025-09-19
A00002889,L002519,C00912,CL030,2025-09-24,SMS,Paid,,,2025-09-25
A00002890,L002519,C00912,CL040,2025-09-01,Call,Refused,,,2025-09-09
A00002891,L002519,C00912,CL035,2025-11-28,Call,No Answer,,,2025-12-01
A00002892,L002519,C00912,CL045,2025-10-14,Call,Rescheduled,,,2025-10-16
A00002893,L002519,C00912,CL040,2025-09-05,Call,Promise to Pay,2025-09-09,757237,2025-09-08
A00002894,L002520,C01354,CL007,2025-12-18,Call,No Answer,,,2025-12-22
A00002895,L002520,C01354,CL013,2025-12-11,SMS,Wrong Number,,,2025-12-16
A00002896,L002520,C01354,CL010,2025-12-15,Email,No Answer,,,2025-12-21
A00002897,L002524,C01672,CL007,2025-11-22,Call,Wrong Number,,,2025-11-29
A00002898,L002526,C00854,CL016,2025-11-14,Call,No Answer,,,2025-11-19
A00002899,L002526,C00854,CL030,2025-12-11,Push,Refused,,,2025-12-12
A00002900,L002526,C00854,CL029,2025-12-16,Push,Refused,,,2025-12-20
A00002901,L002526,C00854,CL023,2025-11-07,Call,No Answer,,,2025-11-15
A00002902,L002526,C00854,CL023,2025-12-10,Call,No Answer,,,2025-12-15
A00002903,L002530,C00239,CL010,2025-11-30,Call,Promise to Pay,2025-12-14,512823,2025-12-07
A00002904,L002532,C02188,CL029,2025-12-02,Email,Rescheduled,,,2025-12-11
A00002905,L002532,C02188,CL021,2025-10-05,Call,Promise to Pay,2025-10-16,278316,2025-10-12
A00002906,L002532,C02188,CL026,2025-11-08,SMS,Rescheduled,,,2025-11-13
A00002907,L002532,C02188,CL018,2025-12-11,Call,No Answer,,,2025-12-12
A00002908,L002532,C02188,CL028,2025-11-09,Push,Paid,,,2025-11-10
A00002909,L002532,C02188,CL026,2025-11-20,SMS,Refused,,,2025-11-27
A00002910,L002536,C00668,CL008,2025-12-18,Push,Promise to Pay,2025-12-28,315253,2025-12-20
A00002911,L002536,C00668,CL003,2025-12-11,Email,Paid,,,2025-12-13
A00002912,L002536,C00668,CL009,2025-12-20,Call,Promise to Pay,2026-01-03,323242,2025-12-24
A00002913,L002541,C02412,CL013,2025-12-13,Call,Refused,,,2025-12-14
A00002914,L002542,C01134,CL002,2025-12-09,Call,No Answer,,,2025-12-18
A00002915,L002545,C02190,CL023,2025-12-19,SMS,No Answer,,,2025-12-20
A00002916,L002545,C02190,CL027,2025-12-28,Call,Refused,,,2026-01-02
A00002917,L002545,C02190,CL018,2025-12-10,Call,Rescheduled,,,2025-12-11
A00002918,L002545,C02190,CL022,2025-11-29,Push,Paid,,,2025-12-04
A00002919,L002545,C02190,CL024,2025-12-05,SMS,Rescheduled,,,2025-12-07
A00002920,L002547,C02393,CL010,2025-12-15,Call,Promise to Pay,2025-12-19,117279,2025-12-22
A00002921,L002547,C02393,CL013,2025-11-30,Field Visit,No Answer,,,2025-12-08
A00002922,L002547,C02393,CL006,2025-12-11,Call,Promise to Pay,2025-12-14,694443,2025-12-12
A00002923,L002556,C00014,CL015,2025-12-12,SMS,Refused,,,2025-12-13
A00002924,L002556,C00014,CL015,2025-12-11,Call,Promise to Pay,2025-12-14,517521,2025-12-16
A00002925,L002556,C00014,CL004,2025-12-12,Call,Promise to Pay,2025-12-17,954731,2025-12-22
A00002926,L002556,C00014,CL011,2025-12-11,SMS,Rescheduled,,,2025-12-17
A00002927,L002556,C00014,CL008,2025-12-11,Call,Rescheduled,,,2025-12-18
A00002928,L002557,C01267,CL007,2025-12-18,Call,No Answer,,,2025-12-27
A00002929,L002557,C01267,CL004,2025-12-19,Call,No Answer,,,2025-12-26
A00002930,L002557,C01267,CL014,2025-12-18,Push,Rescheduled,,,2025-12-26
A00002931,L002562,C01893,CL028,2025-11-05,Field Visit,Rescheduled,,,2025-11-07
A00002932,L002562,C01893,CL016,2025-11-20,Call,No Answer,,,2025-11-22
A00002933,L002563,C01936,CL018,2025-10-30,Email,Promise to Pay,2025-11-02,307367,2025-11-04
A00002934,L002563,C01936,CL018,2025-12-06,Call,Rescheduled,,,2025-12-16
A00002935,L002563,C01936,CL022,2025-11-14,SMS,Promise to Pay,2025-11-24,491193,2025-11-15
A00002936,L002563,C01936,CL026,2025-12-24,Email,Wrong Number,,,2025-12-25
A00002937,L002563,C01936,CL025,2025-11-26,Field Visit,No Answer,,,2025-11-27
A00002938,L002563,C01936,CL017,2025-11-26,Push,Wrong Number,,,2025-12-02
A00002939,L002563,C01936,CL027,2025-11-19,SMS,No Answer,,,2025-11-21
A00002940,L002563,C01936,CL023,2025-12-06,Push,Promise to Pay,2025-12-20,1373768,2025-12-07
A00002941,L002567,C01803,CL004,2025-12-02,Email,Paid,,,2025-12-08
A00002942,L002567,C01803,CL008,2025-11-30,SMS,Paid,,,2025-12-06
A00002943,L002570,C02052,CL008,2025-12-11,Call,Promise to Pay,2025-12-12,592307,2025-12-12
A00002944,L002570,C02052,CL009,2025-12-12,Push,Promise to Pay,2025-12-13,127864,2025-12-14
A00002945,L002570,C02052,CL002,2025-12-12,Push,Promise to Pay,2025-12-17,357325,2025-12-22
A00002946,L002572,C01407,CL016,2025-11-29,Call,Paid,,,2025-12-04
A00002947,L002572,C01407,CL021,2025-11-26,Call,Promise to Pay,2025-12-04,400982,2025-11-27
A00002948,L002572,C01407,CL017,2025-10-23,SMS,Refused,,,2025-11-01
A00002949,L002581,C00355,CL003,2025-11-25,SMS,Rescheduled,,,2025-12-02
A00002950,L002581,C00355,CL002,2025-11-17,SMS,No Answer,,,2025-11-20
A00002951,L002581,C00355,CL004,2025-12-03,Call,Refused,,,2025-12-06
A00002952,L002581,C00355,CL002,2025-12-13,Call,No Answer,,,2025-12-18
A00002953,L002581,C00355,CL003,2025-12-11,Call,No Answer,,,2025-12-12
A00002954,L002585,C00719,CL022,2025-10-03,Field Visit,No Answer,,,2025-10-11
A00002955,L002585,C00719,CL023,2025-10-20,Call,Paid,,,2025-10-27
A00002956,L002585,C00719,CL016,2025-10-24,Call,Rescheduled,,,2025-10-27
A00002957,L002585,C00719,CL024,2025-10-09,Field Visit,Paid,,,2025-10-13
A00002958,L002590,C00802,CL010,2025-11-18,Call,Promise to Pay,2025-11-30,121738,2025-11-28
A00002959,L002590,C00802,CL009,2025-11-19,Email,Promise to Pay,2025-11-26,117034,2025-11-26
A00002960,L002590,C00802,CL006,2025-11-18,Field Visit,Promise to Pay,2025-11-22,123208,2025-11-26
A00002961,L002590,C00802,CL011,2025-11-30,Call,Promise to Pay,2025-12-04,112113,2025-12-09
A00002962,L002592,C01830,CL026,2025-12-20,Field Visit,Paid,,,2025-12-28
A00002963,L002592,C01830,CL029,2025-11-17,Push,Rescheduled,,,2025-11-20
A00002964,L002592,C01830,CL019,2025-11-03,Field Visit,Paid,,,2025-11-04
A00002965,L002596,C01555,CL019,2025-11-21,Call,Paid,,,2025-11-25
A00002966,L002596,C01555,CL019,2025-12-08,SMS,Promise to Pay,2025-12-21,201383,2025-12-15
A00002967,L002596,C01555,CL021,2025-11-13,Push,Rescheduled,,,2025-11-20
A00002968,L002596,C01555,CL020,2025-11-17,SMS,Refused,,,2025-11-21
A00002969,L002597,C02418,CL030,2025-11-05,SMS,Wrong Number,,,2025-11-11
A00002970,L002597,C02418,CL022,2025-12-14,Field Visit,No Answer,,,2025-12-17
A00002971,L002597,C02418,CL028,2025-11-15,Push,No Answer,,,2025-11-17
A00002972,L002597,C02418,CL018,2025-11-08,Push,Promise to Pay,2025-11-19,532184,2025-11-09
A00002973,L002602,C02179,CL020,2025-10-10,SMS,No Answer,,,2025-10-15
A00002974,L002602,C02179,CL020,2025-11-06,SMS,Promise to Pay,2025-11-08,710482,2025-11-15
A00002975,L002602,C02179,CL017,2025-10-26,Call,Rescheduled,,,2025-10-30
A00002976,L002602,C02179,CL024,2025-10-18,Field Visit,Promise to Pay,2025-11-01,1337802,2025-10-27
A00002977,L002602,C02179,CL027,2025-11-27,Field Visit,Rescheduled,,,2025-11-29
A00002978,L002602,C02179,CL025,2025-11-24,SMS,Promise to Pay,2025-12-07,1671935,2025-11-27
A00002979,L002602,C02179,CL030,2025-12-15,Push,No Answer,,,2025-12-24
A00002980,L002608,C00452,CL008,2025-12-20,Call,Promise to Pay,2025-12-28,471919,2025-12-25
A00002981,L002608,C00452,CL001,2025-12-10,Call,Rescheduled,,,2025-12-20
A00002982,L002608,C00452,CL011,2025-12-12,SMS,No Answer,,,2025-12-19
A00002983,L002615,C00181,CL020,2025-12-11,Call,Promise to Pay,2025-12-18,142927,2025-12-14
A00002984,L002615,C00181,CL021,2025-11-15,Push,Refused,,,2025-11-17
A00002985,L002615,C00181,CL026,2025-11-19,Call,Rescheduled,,,2025-11-22
A00002986,L002615,C00181,CL022,2025-11-17,Call,No Answer,,,2025-11-20
A00002987,L002615,C00181,CL027,2025-11-26,Push,Promise to Pay,2025-12-01,112646,2025-12-03
A00002988,L002619,C00749,CL015,2025-12-20,SMS,Refused,,,2025-12-21
A00002989,L002619,C00749,CL008,2025-12-24,Push,No Answer,,,2025-12-31
A00002990,L002625,C00579,CL006,2025-12-11,Call,No Answer,,,2025-12-15
A00002991,L002625,C00579,CL007,2025-12-13,Call,Promise to Pay,2025-12-18,467206,2025-12-23
A00002992,L002625,C00579,CL005,2025-12-12,Call,Rescheduled,,,2025-12-14
A00002993,L002625,C00579,CL005,2025-12-13,Call,Promise to Pay,2025-12-19,186871,2025-12-23
A00002994,L002625,C00579,CL015,2025-12-13,Call,Wrong Number,,,2025-12-19
A00002995,L002626,C00322,CL010,2025-12-23,Push,Refused,,,2025-12-31
A00002996,L002626,C00322,CL009,2025-12-26,Call,Promise to Pay,2025-12-31,579644,2026-01-05
A00002997,L002626,C00322,CL006,2025-12-26,Call,No Answer,,,2025-12-28
A00002998,L002627,C00882,CL026,2025-08-06,Call,Promise to Pay,2025-08-18,697252,2025-08-14
A00002999,L002627,C00882,CL033,2025-09-25,Call,Rescheduled,,,2025-09-26
A00003000,L002627,C00882,CL031,2025-10-03,Call,Wrong Number,,,2025-10-13
A00003001,L002627,C00882,CL041,2025-08-26,Push,Rescheduled,,,2025-09-02
A00003002,L002627,C00882,CL032,2025-10-01,Push,Paid,,,2025-10-06
A00003003,L002627,C00882,CL018,2025-08-31,Field Visit,Paid,,,2025-09-05
A00003004,L002627,C00882,CL034,2025-09-21,Call,No Answer,,,2025-09-29
A00003005,L002627,C00882,CL016,2025-08-24,Call,Paid,,,2025-08-28
A00003006,L002627,C00882,CL031,2025-11-01,SMS,Paid,,,2025-11-02
A00003007,L002627,C00882,CL039,2025-10-18,Field Visit,Paid,,,2025-10-19
A00003008,L002627,C00882,CL019,2025-08-22,SMS,No Answer,,,2025-08-29
A00003009,L002631,C00659,CL001,2025-11-20,Call,Refused,,,2025-11-30
A00003010,L002631,C00659,CL004,2025-12-03,Call,Promise to Pay,2025-12-14,198544,2025-12-08
A00003011,L002631,C00659,CL014,2025-11-22,Call,Refused,,,2025-12-01
A00003012,L002631,C00659,CL001,2025-11-29,SMS,Paid,,,2025-12-04
A00003013,L002631,C00659,CL002,2025-12-01,Call,No Answer,,,2025-12-07
A00003014,L002633,C01969,CL029,2025-12-04,SMS,Promise to Pay,2025-12-11,1074105,2025-12-07
A00003015,L002633,C01969,CL017,2025-12-10,Call,Promise to Pay,2025-12-18,705436,2025-12-19
A00003016,L002633,C01969,CL018,2025-11-18,SMS,Refused,,,2025-11-28
A00003017,L002633,C01969,CL018,2025-12-10,Call,Refused,,,2025-12-19
A00003018,L002633,C01969,CL019,2025-12-09,SMS,Promise to Pay,2025-12-17,742248,2025-12-12
A00003019,L002633,C01969,CL018,2025-11-24,Call,Paid,,,2025-12-03
A00003020,L002633,C01969,CL026,2025-12-14,Push,No Answer,,,2025-12-21
A00003021,L002636,C00812,CL013,2025-12-03,Call,No Answer,,,2025-12-06
A00003022,L002636,C00812,CL013,2025-11-25,Call,Refused,,,2025-11-28
A00003023,L002637,C01300,CL019,2025-11-01,Call,Paid,,,2025-11-03
A00003024,L002637,C01300,CL025,2025-11-13,Field Visit,Refused,,,2025-11-19
A00003025,L002637,C01300,CL024,2025-12-24,SMS,Refused,,,2025-12-30
A00003026,L002639,C01188,CL013,2025-12-26,SMS,Promise to Pay,2025-12-30,227479,2026-01-01
A00003027,L002639,C01188,CL012,2025-12-25,SMS,Promise to Pay,2026-01-03,2311682,2025-12-28
A00003028,L002639,C01188,CL010,2025-12-27,Call,Rescheduled,,,2025-12-28
A00003029,L002639,C01188,CL010,2025-12-28,SMS,No Answer,,,2026-01-05
A00003030,L002640,C01813,CL007,2025-12-24,SMS,Promise to Pay,2026-01-03,2815884,2026-01-01
A00003031,L002640,C01813,CL001,2025-12-19,Email,No Answer,,,2025-12-28
A00003032,L002640,C01813,CL012,2025-12-16,Call,No Answer,,,2025-12-22
A00003033,L002640,C01813,CL003,2025-12-31,Call,Promise to Pay,2026-01-01,575820,2026-01-05
A00003034,L002640,C01813,CL001,2025-12-28,Push,Promise to Pay,2025-12-30,918926,2026-01-04
A00003035,L002641,C00385,CL013,2025-12-27,SMS,Rescheduled,,,2025-12-29
A00003036,L002641,C00385,CL014,2025-12-19,Call,No Answer,,,2025-12-24
A00003037,L002647,C01890,CL043,2025-10-22,Call,No Answer,,,2025-10-29
A00003038,L002647,C01890,CL020,2025-10-08,SMS,Paid,,,2025-10-11
A00003039,L002647,C01890,CL016,2025-10-15,Call,No Answer,,,2025-10-21
A00003040,L002647,C01890,CL031,2025-09-07,SMS,Promise to Pay,2025-09-19,808096,2025-09-11
A00003041,L002647,C01890,CL026,2025-09-18,SMS,Paid,,,2025-09-28
A00003042,L002647,C01890,CL019,2025-09-20,Call,Promise to Pay,2025-09-30,822295,2025-09-25
A00003043,L002647,C01890,CL031,2025-09-16,Call,Promise to Pay,2025-09-20,904170,2025-09-24
A00003044,L002647,C01890,CL039,2025-10-03,Email,Paid,,,2025-10-10
A00003045,L002647,C01890,CL035,2025-10-24,Email,No Answer,,,2025-10-25
A00003046,L002647,C01890,CL040,2025-08-28,Call,Refused,,,2025-08-30
A00003047,L002648,C02321,CL001,2025-12-27,Call,Refused,,,2026-01-04
A00003048,L002648,C02321,CL009,2025-12-14,Call,No Answer,,,2025-12-16
A00003049,L002648,C02321,CL015,2025-12-28,SMS,Paid,,,2026-01-02
A00003050,L002648,C02321,CL003,2025-12-27,Call,No Answer,,,2025-12-30
