payment_id,loan_id,customer_id,payment_date,payment_amount,payment_type,payment_channel,currency
P0015066,L002763,C01362,2025-01-26,352974,Regular,Branch,UZS
P0015067,L002763,C01362,2024-03-13,134872,Regular,Mobile App,UZS
P0015068,L002763,C01362,2024-09-22,339042,Regular,Terminal,UZS
P0015069,L002763,C01362,2024-08-03,1001745,Regular,Branch,UZS
P0015070,L002763,C01362,2025-09-03,480109,Regular,Bank Transfer,UZS
P0015071,L002763,C01362,2024-06-11,1032259,Regular,Mobile App,UZS
P0015072,L002763,C01362,2025-10-11,463765,Regular,Bank Transfer,UZS
P0015073,L002763,C01362,2025-10-05,428210,Regular,Mobile App,UZS
P0015074,L002763,C01362,2024-12-09,315957,Partial,Branch,UZS
P0015075,L002763,C01362,2024-10-28,369449,Regular,Branch,UZS
P0015076,L002763,C01362,2025-12-22,1114110,Regular,Mobile App,UZS
P0015077,L002763,C01362,2024-07-16,188901,Regular,Mobile App,UZS
P0015078,L002764,C00253,2025-12-20,426340,Full repayment,Terminal,UZS
P0015079,L002764,C00253,2025-11-09,168378,Regular,Mobile App,UZS
P0015080,L002765,C02023,2025-08-09,4502136,Regular,Mobile App,UZS
P0015081,L002765,C02023,2025-03-27,2288921,Regular,Branch,UZS
P0015082,L002765,C02023,2025-05-29,2045148,Regular,Bank Transfer,UZS
P0015083,L002765,C02023,2025-05-14,1029688,Regular,Mobile App,UZS
P0015084,L002765,C02023,2025-07-01,751254,Regular,Terminal,UZS
P0015085,L002765,C02023,2025-11-30,3772576,Regular,Branch,UZS
P0015086,L002765,C02023,2025-06-13,2410158,Regular,Mobile App,UZS
P0015087,L002765,C02023,2025-10-24,2266183,Regular,Terminal,UZS
P0015088,L002765,C02023,2025-01-11,1602704,Partial,Bank Transfer,UZS
P0015089,L002765,C02023,2025-05-03,534790,Partial,Mobile App,UZS
P0015090,L002766,C00004,2025-10-13,1276504,Regular,Branch,UZS
P0015091,L002768,C01665,2025-10-23,354310,Regular,Bank Transfer,UZS
P0015092,L002768,C01665,2025-10-12,154088,Regular,Bank Transfer,UZS
P0015093,L002768,C01665,2025-11-11,100647,Regular,Bank Transfer,UZS
P0015094,L002768,C01665,2025-08-11,114885,Partial,Terminal,UZS
P0015095,L002768,C01665,2025-09-10,226457,Regular,Mobile App,UZS
P0015096,L002769,C02172,2025-02-15,214552,Regular,Mobile App,UZS
P0015097,L002769,C02172,2025-09-09,365257,Regular,Mobile App,UZS
P0015098,L002769,C02172,2025-08-02,531609,Partial,Mobile App,UZS
P0015099,L002769,C02172,2025-05-07,942980,Partial,Bank Transfer,UZS
P0015100,L002770,C00392,2025-10-22,117669,Partial,Mobile App,UZS
P0015101,L002770,C00392,2024-09-17,149508,Partial,Mobile App,UZS
P0015102,L002770,C00392,2025-07-27,101466,Regular,Branch,UZS
P0015103,L002770,C00392,2025-09-23,118285,Regular,Mobile App,UZS
P0015104,L002770,C00392,2024-10-09,137870,Regular,Mobile App,UZS
P0015105,L002770,C00392,2025-09-19,149510,Regular,Terminal,UZS
P0015106,L002770,C00392,2025-08-01,112650,Partial,Mobile App,UZS
P0015107,L002770,C00392,2025-08-21,132068,Regular,Mobile App,UZS
P0015108,L002770,C00392,2025-03-20,109047,Regular,Terminal,UZS
P0015109,L002771,C01432,2025-12-12,1195758,Regular,Terminal,UZS
P0015110,L002771,C01432,2025-12-27,120887,Partial,Mobile App,UZS
P0015111,L002772,C00342,2025-09-03,3085143,Partial,Terminal,UZS
P0015112,L002772,C00342,2025-11-10,2441050,Regular,Mobile App,UZS
P0015113,L002772,C00342,2025-11-12,181038,Partial,Branch,UZS
P0015114,L002772,C00342,2025-07-14,741752,Partial,Mobile App,UZS
P0015115,L002772,C00342,2025-06-06,1600472,Regular,Mobile App,UZS
P0015116,L002772,C00342,2025-01-18,388528,Regular,Terminal,UZS
P0015117,L002772,C00342,2025-06-01,896107,Regular,Mobile App,UZS
P0015118,L002773,C00181,2025-02-25,803850,Regular,Mobile App,UZS
P0015119,L002773,C00181,2025-12-02,720312,Regular,Mobile App,UZS
P0015120,L002773,C00181,2025-02-10,690704,Full repayment,Branch,UZS
P0015121,L002773,C00181,2025-05-06,453223,Regular,Mobile App,UZS
P0015122,L002773,C00181,2025-10-25,475448,Regular,Mobile App,UZS
P0015123,L002773,C00181,2025-02-28,928642,Regular,Mobile App,UZS
P0015124,L002773,C00181,2025-04-10,508340,Regular,Terminal,UZS
P0015125,L002773,C00181,2025-11-09,236937,Partial,Bank Transfer,UZS
P0015126,L002773,C00181,2025-03-02,145492,Regular,Branch,UZS
P0015127,L002774,C01999,2025-07-01,140256,Regular,Mobile App,UZS
P0015128,L002774,C01999,2025-10-05,453626,Full repayment,Branch,UZS
P0015129,L002774,C01999,2025-11-01,931790,Partial,Mobile App,UZS
P0015130,L002774,C01999,2025-05-27,458877,Regular,Mobile App,UZS
P0015131,L002774,C01999,2025-04-05,192585,Regular,Bank Transfer,UZS
P0015132,L002774,C01999,2025-02-25,311490,Full repayment,Mobile App,UZS
P0015133,L002774,C01999,2025-01-19,1055994,Regular,Terminal,UZS
P0015134,L002774,C01999,2025-08-08,496111,Regular,Mobile App,UZS
P0015135,L002774,C01999,2025-03-09,838079,Full repayment,Branch,UZS
P0015136,L002774,C01999,2025-10-07,337301,Regular,Bank Transfer,UZS
P0015137,L002774,C01999,2025-05-17,542852,Regular,Branch,UZS
P0015138,L002774,C01999,2025-07-11,230033,Regular,Bank Transfer,UZS
P0015139,L002775,C01869,2025-11-02,4576987,Regular,Mobile App,UZS
P0015140,L002775,C01869,2025-11-24,6837903,Partial,Mobile App,UZS
P0015141,L002776,C00966,2025-12-24,579843,Regular,Bank Transfer,UZS
P0015142,L002776,C00966,2025-12-01,1511082,Regular,Branch,UZS
P0015143,L002776,C00966,2025-11-27,2048546,Full repayment,Terminal,UZS
P0015144,L002778,C01822,2025-03-16,912147,Regular,Mobile App,UZS
P0015145,L002779,C00466,2025-03-18,262989,Regular,Terminal,UZS
P0015146,L002779,C00466,2025-06-29,2061764,Full repayment,Mobile App,UZS
P0015147,L002779,C00466,2025-08-09,398837,Regular,Bank Transfer,UZS
P0015148,L002779,C00466,2025-07-15,832152,Regular,Terminal,UZS
P0015149,L002779,C00466,2025-10-20,2281395,Regular,Bank Transfer,UZS
P0015150,L002780,C01016,2025-08-02,2681343,Partial,Mobile App,UZS
P0015151,L002780,C01016,2025-07-17,1917827,Partial,Terminal,UZS
P0015152,L002780,C01016,2025-09-11,462099,Partial,Bank Transfer,UZS
P0015153,L002781,C00277,2025-06-07,2285427,Partial,Branch,UZS
P0015154,L002781,C00277,2024-07-21,3019092,Regular,Branch,UZS
P0015155,L002781,C00277,2025-07-09,530829,Regular,Mobile App,UZS
P0015156,L002781,C00277,2025-08-10,2610950,Regular,Mobile App,UZS
P0015157,L002781,C00277,2024-09-28,2116711,Regular,Mobile App,UZS
P0015158,L002781,C00277,2025-06-01,4050111,Regular,Terminal,UZS
P0015159,L002781,C00277,2024-10-20,371634,Regular,Mobile App,UZS
P0015160,L002781,C00277,2024-05-22,130307,Regular,Mobile App,UZS
P0015161,L002782,C02295,2025-08-17,699450,Partial,Branch,UZS
P0015162,L002782,C02295,2025-07-25,484999,Partial,Terminal,UZS
P0015163,L002782,C02295,2025-10-20,689340,Regular,Mobile App,UZS
P0015164,L002782,C02295,2025-02-19,1785244,Regular,Mobile App,UZS
P0015165,L002782,C02295,2025-01-10,557207,Regular,Branch,UZS
P0015166,L002782,C02295,2025-07-14,980210,Regular,Mobile App,UZS
P0015167,L002782,C02295,2025-10-05,1712847,Partial,Terminal,UZS
P0015168,L002782,C02295,2025-06-16,1372777,Regular,Mobile App,UZS
P0015169,L002782,C02295,2025-11-14,1368595,Regular,Terminal,UZS
P0015170,L002783,C00278,2025-04-05,780535,Partial,Mobile App,UZS
P0015171,L002783,C00278,2025-04-07,1617610,Regular,Mobile App,UZS
P0015172,L002783,C00278,2025-05-06,1099727,Regular,Branch,UZS
P0015173,L002783,C00278,2025-09-07,854121,Regular,Mobile App,UZS
P0015174,L002783,C00278,2025-03-07,1189491,Regular,Mobile App,UZS
P0015175,L002783,C00278,2025-06-03,755998,Partial,Mobile App,UZS
P0015176,L002783,C00278,2025-11-26,129989,Regular,Mobile App,UZS
P0015177,L002783,C00278,2025-10-17,982045,Partial,Terminal,UZS
P0015178,L002784,C00177,2025-07-04,1108645,Regular,Terminal,UZS
P0015179,L002784,C00177,2025-10-22,116037,Regular,Mobile App,UZS
P0015180,L002785,C01892,2024-10-12,3639263,Regular,Mobile App,UZS
P0015181,L002785,C01892,2025-01-25,326787,Partial,Mobile App,UZS
P0015182,L002785,C01892,2025-07-31,162794,Partial,Terminal,UZS
P0015183,L002785,C01892,2025-08-06,955215,Regular,Branch,UZS
P0015184,L002785,C01892,2025-07-22,2058649,Regular,Mobile App,UZS
P0015185,L002785,C01892,2025-10-03,404500,Partial,Terminal,UZS
P0015186,L002785,C01892,2024-09-24,786948,Regular,Bank Transfer,UZS
P0015187,L002785,C01892,2025-10-09,2250905,Partial,Bank Transfer,UZS
P0015188,L002785,C01892,2025-03-19,216002,Regular,Terminal,UZS
P0015189,L002785,C01892,2025-03-02,3554093,Regular,Branch,UZS
P0015190,L002785,C01892,2025-09-29,4809684,Regular,Bank Transfer,UZS
P0015191,L002785,C01892,2025-11-05,1409104,Regular,Branch,UZS
P0015192,L002785,C01892,2025-08-21,4151326,Regular,Mobile App,UZS
P0015193,L002785,C01892,2025-10-19,2466829,Partial,Mobile App,UZS
P0015194,L002786,C00007,2024-07-28,344973,Partial,Mobile App,UZS
P0015195,L002786,C00007,2024-10-18,240535,Regular,Terminal,UZS
P0015196,L002786,C00007,2025-09-05,254707,Regular,Terminal,UZS
P0015197,L002786,C00007,2025-02-24,133836,Regular,Bank Transfer,UZS
P0015198,L002786,C00007,2025-08-21,137625,Regular,Terminal,UZS
P0015199,L002787,C02144,2024-08-14,209403,Regular,Terminal,UZS
P0015200,L002787,C02144,2024-11-23,132005,Regular,Branch,UZS
P0015201,L002787,C02144,2024-02-28,596103,Regular,Terminal,UZS
P0015202,L002787,C02144,2024-08-19,736992,Regular,Mobile App,UZS
P0015203,L002787,C02144,2025-01-01,290707,Regular,Terminal,UZS
P0015204,L002788,C00192,2025-11-06,1074583,Regular,Terminal,UZS
P0015205,L002788,C00192,2025-11-16,159213,Regular,Branch,UZS
P0015206,L002788,C00192,2025-08-23,847165,Partial,Bank Transfer,UZS
P0015207,L002788,C00192,2025-09-27,527469,Regular,Mobile App,UZS
P0015208,L002789,C00567,2025-06-25,4152893,Regular,Mobile App,UZS
P0015209,L002789,C00567,2025-09-16,1514027,Regular,Branch,UZS
P0015210,L002789,C00567,2025-03-19,197314,Regular,Mobile App,UZS
P0015211,L002789,C00567,2025-04-02,571823,Regular,Branch,UZS
P0015212,L002790,C01131,2025-02-09,280897,Regular,Mobile App,UZS
P0015213,L002790,C01131,2025-09-05,392413,Partial,Mobile App,UZS
P0015214,L002790,C01131,2025-11-24,1186458,Regular,Mobile App,UZS
P0015215,L002790,C01131,2025-08-07,133553,Regular,Mobile App,UZS
P0015216,L002790,C01131,2024-12-17,1594188,Partial,Mobile App,UZS
P0015217,L002790,C01131,2025-11-26,790637,Regular,Mobile App,UZS
P0015218,L002791,C01767,2025-11-06,329367,Regular,Mobile App,UZS
P0015219,L002791,C01767,2025-07-22,214781,Regular,Branch,UZS
P0015220,L002791,C01767,2025-09-04,145665,Regular,Mobile App,UZS
P0015221,L002791,C01767,2025-11-14,332106,Regular,Terminal,UZS
P0015222,L002792,C01936,2025-05-02,454821,Regular,Mobile App,UZS
P0015223,L002792,C01936,2025-07-27,208425,Regular,Bank Transfer,UZS
P0015224,L002792,C01936,2025-08-24,364175,Partial,Branch,UZS
P0015225,L002792,C01936,2025-11-01,452585,Regular,Bank Transfer,UZS
P0015226,L002792,C01936,2025-04-17,412869,Regular,Branch,UZS
P0015227,L002792,C01936,2025-10-17,318368,Regular,Mobile App,UZS
P0015228,L002792,C01936,2025-09-09,888922,Regular,Terminal,UZS
P0015229,L002792,C01936,2025-08-25,1157342,Partial,Branch,UZS
P0015230,L002792,C01936,2025-03-29,404980,Regular,Branch,UZS
P0015231,L002793,C00742,2025-07-01,155633,Partial,Mobile App,UZS
P0015232,L002793,C00742,2025-04-11,337053,Regular,Terminal,UZS
P0015233,L002793,C00742,2024-09-08,396736,Regular,Bank Transfer,UZS
P0015234,L002793,C00742,2024-07-31,850662,Regular,Mobile App,UZS
P0015235,L002793,C00742,2025-10-27,407896,Regular,Branch,UZS
P0015236,L002793,C00742,2024-06-23,889120,Partial,Terminal,UZS
P0015237,L002793,C00742,2024-11-10,779568,Regular,Branch,UZS
P0015238,L002793,C00742,2025-04-10,896269,Partial,Bank Transfer,UZS
P0015239,L002793,C00742,2024-07-03,102661,Regular,Branch,UZS
P0015240,L002793,C00742,2025-06-13,950895,Partial,Mobile App,UZS
P0015241,L002795,C00238,2025-09-25,207622,Regular,Branch,UZS
P0015242,L002795,C00238,2025-11-26,287120,Regular,Bank Transfer,UZS
P0015243,L002795,C00238,2025-09-29,383833,Regular,Terminal,UZS
P0015244,L002796,C00673,2025-12-06,601128,Regular,Mobile App,UZS
P0015245,L002796,C00673,2025-11-20,1951018,Regular,Mobile App,UZS
P0015246,L002796,C00673,2025-12-24,291492,Regular,Mobile App,UZS
P0015247,L002796,C00673,2025-01-15,900725,Regular,Terminal,UZS
P0015248,L002796,C00673,2025-02-02,1241240,Partial,Terminal,UZS
P0015249,L002796,C00673,2024-09-10,3227427,Regular,Mobile App,UZS
P0015250,L002796,C00673,2025-02-02,2186854,Regular,Terminal,UZS
P0015251,L002796,C00673,2024-09-01,2654503,Regular,Terminal,UZS
P0015252,L002796,C00673,2025-05-11,498516,Partial,Branch,UZS
P0015253,L002797,C02465,2025-08-05,3148911,Regular,Bank Transfer,UZS
P0015254,L002797,C02465,2025-10-29,5493966,Partial,Mobile App,UZS
P0015255,L002797,C02465,2025-06-11,9583422,Regular,Mobile App,UZS
P0015256,L002797,C02465,2025-10-26,3922080,Regular,Mobile App,UZS
P0015257,L002798,C00983,2025-08-01,347078,Regular,Mobile App,UZS
P0015258,L002798,C00983,2025-10-30,545012,Partial,Bank Transfer,UZS
P0015259,L002798,C00983,2025-12-25,473443,Partial,Terminal,UZS
P0015260,L002798,C00983,2025-09-03,1002891,Regular,Branch,UZS
P0015261,L002798,C00983,2025-09-12,591969,Regular,Mobile App,UZS
P0015262,L002798,C00983,2025-08-06,799283,Regular,Terminal,UZS
P0015263,L002798,C00983,2025-07-24,638269,Partial,Mobile App,UZS
P0015264,L002799,C01830,2025-07-09,2211512,Partial,Terminal,UZS
P0015265,L002799,C01830,2025-12-30,1419538,Partial,Mobile App,UZS
P0015266,L002799,C01830,2025-12-20,2222757,Regular,Mobile App,UZS
P0015267,L002799,C01830,2025-08-14,2883699,Regular,Bank Transfer,UZS
P0015268,L002799,C01830,2025-10-05,1208844,Regular,Terminal,UZS
P0015269,L002799,C01830,2025-10-15,804015,Regular,Mobile App,UZS
P0015270,L002799,C01830,2025-07-27,338260,Regular,Mobile App,UZS
P0015271,L002799,C01830,2025-12-15,1082016,Regular,Mobile App,UZS
P0015272,L002800,C00718,2025-10-17,121398,Full repayment,Mobile App,UZS
P0015273,L002800,C00718,2025-12-28,146060,Regular,Terminal,UZS
P0015274,L002800,C00718,2025-12-07,180850,Regular,Branch,UZS
P0015275,L002801,C02150,2025-11-24,233150,Regular,Mobile App,UZS
P0015276,L002801,C02150,2025-07-10,958963,Regular,Bank Transfer,UZS
P0015277,L002801,C02150,2025-09-03,223895,Regular,Mobile App,UZS
P0015278,L002801,C02150,2025-09-24,539797,Regular,Branch,UZS
P0015279,L002801,C02150,2025-10-25,856000,Regular,Mobile App,UZS
P0015280,L002801,C02150,2025-08-13,170420,Regular,Mobile App,UZS
P0015281,L002801,C02150,2025-10-26,667146,Regular,Terminal,UZS
P0015282,L002801,C02150,2025-11-20,138793,Regular,Mobile App,UZS
P0015283,L002801,C02150,2025-11-30,346682,Regular,Mobile App,UZS
P0015284,L002802,C01640,2025-12-17,130952,Regular,Mobile App,UZS
P0015285,L002802,C01640,2025-11-10,110802,Full repayment,Mobile App,UZS
P0015286,L002803,C01564,2025-10-12,207307,Regular,Mobile App,UZS
P0015287,L002803,C01564,2025-10-20,237674,Regular,Mobile App,UZS
P0015288,L002803,C01564,2025-04-22,1519722,Regular,Terminal,UZS
P0015289,L002803,C01564,2025-05-25,1803814,Partial,Terminal,UZS
P0015290,L002803,C01564,2025-08-01,552524,Regular,Mobile App,UZS
P0015291,L002805,C02426,2025-06-08,175443,Regular,Mobile App,UZS
P0015292,L002805,C02426,2025-12-08,116228,Regular,Branch,UZS
P0015293,L002805,C02426,2025-06-11,107045,Regular,Branch,UZS
P0015294,L002805,C02426,2025-09-10,129447,Regular,Branch,UZS
P0015295,L002805,C02426,2025-05-17,139365,Regular,Mobile App,UZS
P0015296,L002806,C00692,2025-11-01,2705238,Regular,Mobile App,UZS
P0015297,L002806,C00692,2025-07-18,2570778,Full repayment,Mobile App,UZS
P0015298,L002806,C00692,2025-09-03,1761201,Regular,Branch,UZS
P0015299,L002806,C00692,2025-07-30,2418383,Regular,Terminal,UZS
P0015300,L002806,C00692,2025-10-05,1568132,Partial,Branch,UZS
P0015301,L002807,C02353,2025-01-27,1145960,Regular,Branch,UZS
P0015302,L002807,C02353,2025-08-03,380084,Regular,Terminal,UZS
P0015303,L002807,C02353,2025-02-01,306069,Regular,Branch,UZS
P0015304,L002807,C02353,2025-09-12,4679128,Partial,Terminal,UZS
P0015305,L002807,C02353,2025-01-18,915322,Partial,Mobile App,UZS
P0015306,L002807,C02353,2025-10-12,101165,Regular,Mobile App,UZS
P0015307,L002807,C02353,2025-11-09,2247938,Regular,Mobile App,UZS
P0015308,L002807,C02353,2025-11-01,303395,Regular,Bank Transfer,UZS
P0015309,L002807,C02353,2025-02-10,869956,Regular,Mobile App,UZS
P0015310,L002807,C02353,2025-11-27,2572251,Regular,Terminal,UZS
P0015311,L002807,C02353,2025-09-22,3168411,Partial,Branch,UZS
P0015312,L002808,C01830,2025-08-02,369444,Full repayment,Bank Transfer,UZS
P0015313,L002808,C01830,2025-04-21,525987,Partial,Mobile App,UZS
P0015314,L002808,C01830,2024-10-22,109476,Full repayment,Mobile App,UZS
P0015315,L002808,C01830,2025-09-12,334796,Regular,Bank Transfer,UZS
P0015316,L002808,C01830,2024-09-10,389612,Partial,Mobile App,UZS
P0015317,L002808,C01830,2025-12-23,135682,Regular,Mobile App,UZS
P0015318,L002808,C01830,2025-10-29,194845,Regular,Mobile App,UZS
P0015319,L002808,C01830,2024-05-27,107700,Regular,Mobile App,UZS
P0015320,L002808,C01830,2025-06-17,147392,Full repayment,Branch,UZS
P0015321,L002808,C01830,2025-04-05,134481,Regular,Mobile App,UZS
P0015322,L002808,C01830,2024-09-15,262943,Regular,Mobile App,UZS
P0015323,L002808,C01830,2025-03-17,203451,Regular,Mobile App,UZS
P0015324,L002808,C01830,2024-06-30,153553,Regular,Mobile App,UZS
P0015325,L002808,C01830,2025-02-05,279726,Partial,Terminal,UZS
P0015326,L002808,C01830,2025-01-17,281922,Regular,Mobile App,UZS
P0015327,L002808,C01830,2025-07-22,415550,Partial,Bank Transfer,UZS
P0015328,L002808,C01830,2024-07-21,183679,Regular,Mobile App,UZS
P0015329,L002809,C01015,2025-09-10,409036,Regular,Mobile App,UZS
P0015330,L002809,C01015,2024-04-24,428033,Partial,Branch,UZS
P0015331,L002809,C01015,2024-04-15,106627,Regular,Mobile App,UZS
P0015332,L002809,C01015,2025-05-05,235863,Regular,Branch,UZS
P0015333,L002810,C02011,2025-10-11,626376,Regular,Bank Transfer,UZS
P0015334,L002810,C02011,2025-05-29,855187,Regular,Branch,UZS
P0015335,L002810,C02011,2025-10-26,524965,Regular,Bank Transfer,UZS
P0015336,L002810,C02011,2025-11-28,549208,Regular,Branch,UZS
P0015337,L002810,C02011,2025-06-03,284146,Partial,Mobile App,UZS
P0015338,L002810,C02011,2025-04-15,358179,Regular,Branch,UZS
P0015339,L002810,C02011,2025-06-29,671130,Regular,Branch,UZS
P0015340,L002811,C01173,2025-09-19,207763,Regular,Bank Transfer,UZS
P0015341,L002812,C02185,2024-12-28,253937,Regular,Branch,UZS
P0015342,L002812,C02185,2025-07-20,1259505,Regular,Bank Transfer,UZS
P0015343,L002812,C02185,2025-03-05,925292,Partial,Bank Transfer,UZS
P0015344,L002812,C02185,2025-04-05,593035,Regular,Terminal,UZS
P0015345,L002812,C02185,2025-03-06,1286923,Regular,Mobile App,UZS
P0015346,L002812,C02185,2025-12-21,636706,Partial,Mobile App,UZS
P0015347,L002812,C02185,2025-02-17,427972,Partial,Mobile App,UZS
P0015348,L002812,C02185,2024-10-29,818020,Partial,Mobile App,UZS
P0015349,L002813,C00041,2025-10-06,1121383,Partial,Mobile App,UZS
P0015350,L002813,C00041,2025-11-18,477247,Regular,Mobile App,UZS
P0015351,L002814,C02109,2025-09-07,192363,Partial,Mobile App,UZS
P0015352,L002815,C00587,2025-11-06,130832,Partial,Mobile App,UZS
P0015353,L002815,C00587,2025-07-09,148650,Regular,Terminal,UZS
P0015354,L002815,C00587,2025-07-07,102743,Regular,Terminal,UZS
P0015355,L002815,C00587,2025-11-07,146064,Regular,Mobile App,UZS
P0015356,L002815,C00587,2024-12-29,146214,Regular,Bank Transfer,UZS
P0015357,L002815,C00587,2025-07-29,141618,Regular,Branch,UZS
P0015358,L002815,C00587,2025-06-07,134579,Regular,Branch,UZS
P0015359,L002815,C00587,2025-09-17,144223,Regular,Branch,UZS
P0015360,L002815,C00587,2025-10-15,115928,Regular,Mobile App,UZS
P0015361,L002815,C00587,2025-12-08,112324,Regular,Mobile App,UZS
P0015362,L002816,C01885,2024-11-08,4578567,Regular,Mobile App,UZS
P0015363,L002816,C01885,2025-11-21,1125494,Regular,Mobile App,UZS
P0015364,L002816,C01885,2025-12-26,2232927,Partial,Mobile App,UZS
P0015365,L002816,C01885,2024-09-07,3638069,Regular,Branch,UZS
P0015366,L002816,C01885,2025-10-27,9504207,Regular,Terminal,UZS
P0015367,L002816,C01885,2025-07-29,1463934,Partial,Branch,UZS
P0015368,L002816,C01885,2025-08-06,3401973,Regular,Mobile App,UZS
P0015369,L002816,C01885,2025-01-20,5138173,Regular,Terminal,UZS
P0015370,L002816,C01885,2025-12-17,3720949,Regular,Terminal,UZS
P0015371,L002816,C01885,2025-09-26,2099361,Regular,Mobile App,UZS
P0015372,L002817,C02234,2025-06-07,984002,Regular,Branch,UZS
P0015373,L002817,C02234,2025-04-16,1328308,Regular,Branch,UZS
P0015374,L002817,C02234,2025-10-09,300912,Regular,Branch,UZS
P0015375,L002817,C02234,2025-01-13,2417132,Regular,Mobile App,UZS
P0015376,L002817,C02234,2025-02-26,179614,Regular,Terminal,UZS
P0015377,L002817,C02234,2024-08-02,1263350,Regular,Mobile App,UZS
P0015378,L002817,C02234,2025-09-23,2149307,Regular,Mobile App,UZS
P0015379,L002817,C02234,2024-09-19,132660,Regular,Mobile App,UZS
P0015380,L002817,C02234,2025-06-02,1707555,Regular,Terminal,UZS
P0015381,L002817,C02234,2024-12-10,1206387,Regular,Mobile App,UZS
P0015382,L002817,C02234,2024-05-01,1479032,Regular,Branch,UZS
P0015383,L002817,C02234,2025-07-12,2228092,Partial,Mobile App,UZS
P0015384,L002817,C02234,2025-11-23,1381468,Regular,Terminal,UZS
P0015385,L002818,C01123,2024-07-22,206374,Regular,Branch,UZS
P0015386,L002818,C01123,2025-11-07,237710,Regular,Bank Transfer,UZS
P0015387,L002818,C01123,2024-05-21,136293,Regular,Bank Transfer,UZS
P0015388,L002818,C01123,2025-12-03,189860,Regular,Mobile App,UZS
P0015389,L002818,C01123,2024-10-29,234924,Regular,Mobile App,UZS
P0015390,L002818,C01123,2024-06-15,110571,Regular,Bank Transfer,UZS
P0015391,L002818,C01123,2024-07-25,107537,Regular,Mobile App,UZS
P0015392,L002818,C01123,2025-11-06,118193,Regular,Bank Transfer,UZS
P0015393,L002818,C01123,2024-05-18,167053,Regular,Mobile App,UZS
P0015394,L002818,C01123,2024-08-18,145568,Partial,Mobile App,UZS
P0015395,L002818,C01123,2025-01-25,227062,Regular,Branch,UZS
P0015396,L002818,C01123,2024-10-29,104556,Full repayment,Mobile App,UZS
P0015397,L002819,C01882,2025-12-31,264024,Regular,Mobile App,UZS
P0015398,L002819,C01882,2024-06-22,214401,Partial,Mobile App,UZS
P0015399,L002819,C01882,2024-12-09,132465,Partial,Terminal,UZS
P0015400,L002819,C01882,2025-10-29,326103,Regular,Terminal,UZS
P0015401,L002819,C01882,2025-08-15,287895,Regular,Terminal,UZS
P0015402,L002819,C01882,2025-08-07,382077,Partial,Terminal,UZS
P0015403,L002820,C00737,2025-07-16,4785333,Regular,Bank Transfer,UZS
P0015404,L002820,C00737,2025-05-03,2207760,Regular,Terminal,UZS
P0015405,L002820,C00737,2025-10-24,683308,Partial,Terminal,UZS
P0015406,L002820,C00737,2025-02-14,1581739,Regular,Bank Transfer,UZS
P0015407,L002820,C00737,2025-03-22,1524203,Regular,Terminal,UZS
P0015408,L002821,C00603,2024-09-06,858326,Regular,Mobile App,UZS
P0015409,L002821,C00603,2024-11-25,631133,Regular,Mobile App,UZS
P0015410,L002821,C00603,2024-06-10,609752,Full repayment,Terminal,UZS
P0015411,L002821,C00603,2024-10-03,659583,Regular,Mobile App,UZS
P0015412,L002821,C00603,2025-01-24,277927,Regular,Terminal,UZS
P0015413,L002821,C00603,2024-08-10,356305,Regular,Mobile App,UZS
P0015414,L002821,C00603,2024-06-13,510186,Regular,Branch,UZS
P0015415,L002821,C00603,2025-07-21,692233,Regular,Mobile App,UZS
P0015416,L002822,C00650,2025-06-23,372625,Partial,Mobile App,UZS
P0015417,L002822,C00650,2025-11-23,207483,Regular,Mobile App,UZS
P0015418,L002822,C00650,2025-06-03,129066,Full repayment,Mobile App,UZS
P0015419,L002822,C00650,2025-10-10,162449,Regular,Bank Transfer,UZS
P0015420,L002822,C00650,2025-05-09,245339,Regular,Mobile App,UZS
P0015421,L002822,C00650,2025-07-30,165520,Regular,Mobile App,UZS
P0015422,L002822,C00650,2025-06-15,495374,Regular,Mobile App,UZS
P0015423,L002823,C00109,2025-01-25,1252420,Regular,Terminal,UZS
P0015424,L002823,C00109,2024-12-03,1399862,Regular,Branch,UZS
P0015425,L002823,C00109,2024-11-21,436775,Regular,Mobile App,UZS
P0015426,L002823,C00109,2025-05-05,1322747,Regular,Branch,UZS
P0015427,L002823,C00109,2025-12-03,1242566,Regular,Bank Transfer,UZS
P0015428,L002823,C00109,2025-05-27,987885,Partial,Bank Transfer,UZS
P0015429,L002823,C00109,2025-07-20,709436,Partial,Branch,UZS
P0015430,L002823,C00109,2025-06-19,518398,Partial,Mobile App,UZS
P0015431,L002823,C00109,2025-04-05,229234,Regular,Terminal,UZS
P0015432,L002823,C00109,2025-03-14,108582,Partial,Branch,UZS
P0015433,L002823,C00109,2025-03-05,1950686,Partial,Mobile App,UZS
P0015434,L002823,C00109,2025-02-22,1041071,Partial,Mobile App,UZS
P0015435,L002823,C00109,2025-11-25,1055145,Partial,Terminal,UZS
P0015436,L002826,C00264,2025-01-15,100192,Partial,Branch,UZS
P0015437,L002826,C00264,2025-12-21,109469,Regular,Mobile App,UZS
P0015438,L002826,C00264,2025-11-17,131641,Partial,Mobile App,UZS
P0015439,L002826,C00264,2024-08-31,247636,Partial,Mobile App,UZS
P0015440,L002826,C00264,2024-12-21,152131,Partial,Mobile App,UZS
P0015441,L002826,C00264,2025-07-28,137053,Regular,Bank Transfer,UZS
